STATE CLIMATE OFFICE OF NORTH CAROLINA,
6/28/2020 10:53,
6/28/2020 11:53,
6/28/2020 12:53,
6/28/2020 13:53,
6/28/2020 14:53,
6/28/2020 15:53,
6/28/2020 16:53,
6/28/2020 17:53,
6/28/2020 18:53,
6/28/2020 19:53,
6/28/2020 20:53,
6/28/2020 21:53,
6/28/2020 22:53,
6/28/2020 23:53,
6/29/2020 0:53,
6/29/2020 1:53,
6/29/2020 2:53,0.0001
6/29/2020 3:53,0.0001
6/29/2020 4:53,
6/29/2020 5:53,
6/29/2020 6:53,
6/29/2020 7:53,
6/29/2020 8:53,
6/29/2020 9:53,
6/29/2020 10:53,
6/29/2020 11:53,
6/29/2020 12:53,
6/29/2020 13:53,
6/29/2020 14:53,
6/29/2020 15:53,
6/29/2020 16:53,
6/29/2020 17:53,
6/29/2020 18:53,
6/29/2020 19:53,
6/29/2020 20:53,
6/29/2020 21:53,
6/29/2020 22:53,
6/29/2020 23:53,
6/30/2020 0:53,
6/30/2020 1:53,
6/30/2020 2:53,
6/30/2020 3:53,
6/30/2020 4:53,
6/30/2020 5:53,
6/30/2020 6:53,
6/30/2020 7:53,
6/30/2020 8:53,
6/30/2020 9:53,
6/30/2020 10:53,
6/30/2020 11:53,
6/30/2020 12:53,
6/30/2020 13:53,
6/30/2020 14:53,
6/30/2020 15:53,
6/30/2020 16:53,
6/30/2020 17:53,
6/30/2020 18:53,
6/30/2020 19:53,0.0001
6/30/2020 20:53,
6/30/2020 21:53,
6/30/2020 22:53,
6/30/2020 23:53,
7/1/2020 0:53,
7/1/2020 1:53,
7/1/2020 2:53,
7/1/2020 3:53,
7/1/2020 4:53,
7/1/2020 5:53,
7/1/2020 6:53,
7/1/2020 7:53,
7/1/2020 8:53,
7/1/2020 9:53,
7/1/2020 10:53,
7/1/2020 11:53,
7/1/2020 12:53,
7/1/2020 13:53,
7/1/2020 14:53,
7/1/2020 15:53,
7/1/2020 16:53,
7/1/2020 17:53,
7/1/2020 18:53,
7/1/2020 19:53,
7/1/2020 20:53,
7/1/2020 21:53,0.28
7/1/2020 22:53,
7/1/2020 23:53,
7/2/2020 0:53,
7/2/2020 1:53,
7/2/2020 2:53,
7/2/2020 3:53,
7/2/2020 4:53,
7/2/2020 5:53,
7/2/2020 6:53,
7/2/2020 7:53,
7/2/2020 8:53,
7/2/2020 9:53,
7/2/2020 10:53,
7/2/2020 11:53,
7/2/2020 12:53,
7/2/2020 13:53,
7/2/2020 14:53,
7/2/2020 15:53,
7/2/2020 16:53,
7/2/2020 17:53,
7/2/2020 18:53,
7/2/2020 19:53,
7/2/2020 20:53,
7/2/2020 21:53,
7/2/2020 22:53,
7/2/2020 23:53,
7/3/2020 0:53,
7/3/2020 1:53,
7/3/2020 2:53,
7/3/2020 3:53,
7/3/2020 4:53,
7/3/2020 5:53,
7/3/2020 6:53,
7/3/2020 7:53,
7/3/2020 8:53,
7/3/2020 9:53,
7/3/2020 10:53,
7/3/2020 11:53,
7/3/2020 12:53,
7/3/2020 13:53,
7/3/2020 14:53,
7/3/2020 15:53,
7/3/2020 16:53,
7/3/2020 17:53,
7/3/2020 18:53,
7/3/2020 19:53,
7/3/2020 20:53,
7/3/2020 21:53,
7/3/2020 22:53,
7/3/2020 23:53,
7/4/2020 0:53,
7/4/2020 1:53,
7/4/2020 2:53,
7/4/2020 3:53,
7/4/2020 4:53,
7/4/2020 5:53,
7/4/2020 6:53,
7/4/2020 7:53,
7/4/2020 8:53,
7/4/2020 9:53,
7/4/2020 10:53,
7/4/2020 11:53,
7/4/2020 12:53,
7/4/2020 13:53,
7/4/2020 14:53,
7/4/2020 15:53,
7/4/2020 16:53,
7/4/2020 17:53,
7/4/2020 18:53,
7/4/2020 19:53,
7/4/2020 20:53,
7/4/2020 21:53,
7/4/2020 22:53,
7/4/2020 23:53,
7/5/2020 0:53,
7/5/2020 1:53,
7/5/2020 2:53,
7/5/2020 3:53,
7/5/2020 4:53,
7/5/2020 5:53,
7/5/2020 6:53,
7/5/2020 7:53,
7/5/2020 8:53,
7/5/2020 9:53,
7/5/2020 10:53,
7/5/2020 11:53,
7/5/2020 12:53,
7/5/2020 13:53,
7/5/2020 14:53,
7/5/2020 15:53,
7/5/2020 16:53,
7/5/2020 17:53,
7/5/2020 18:53,
7/5/2020 19:53,
7/5/2020 20:53,
7/5/2020 21:53,
7/5/2020 22:53,
7/5/2020 23:53,
7/6/2020 0:53,
7/6/2020 1:53,
7/6/2020 2:53,
7/6/2020 3:53,
7/6/2020 4:53,
7/6/2020 5:53,
7/6/2020 6:53,
7/6/2020 7:53,
7/6/2020 8:53,
7/6/2020 9:53,
7/6/2020 10:53,
7/6/2020 11:53,
7/6/2020 12:53,
7/6/2020 13:53,
7/6/2020 14:53,
7/6/2020 15:53,
7/6/2020 16:53,
7/6/2020 17:53,
7/6/2020 18:53,
7/6/2020 19:53,
7/6/2020 20:53,
7/6/2020 21:53,
7/6/2020 22:53,
7/6/2020 23:53,
7/7/2020 0:53,
7/7/2020 1:53,
7/7/2020 2:53,
7/7/2020 3:53,
7/7/2020 4:53,
7/7/2020 5:53,
7/7/2020 6:53,
7/7/2020 7:53,
7/7/2020 8:53,
7/7/2020 9:53,
7/7/2020 10:53,
7/7/2020 11:53,
7/7/2020 12:53,
7/7/2020 13:53,
7/7/2020 14:53,0.09
7/7/2020 15:53,0.0001
7/7/2020 16:53,
7/7/2020 17:53,
7/7/2020 18:53,
7/7/2020 19:53,
7/7/2020 20:53,
7/7/2020 21:53,
7/7/2020 22:53,
7/7/2020 23:53,
7/8/2020 0:53,
7/8/2020 1:53,
7/8/2020 2:53,
7/8/2020 3:53,
7/8/2020 4:53,
7/8/2020 5:53,
7/8/2020 6:53,
7/8/2020 7:53,
7/8/2020 8:53,
7/8/2020 9:53,
7/8/2020 10:53,
7/8/2020 11:53,
7/8/2020 12:53,missing
7/8/2020 13:53,0.01
7/8/2020 14:53,0.05
7/8/2020 15:53,0.0001
7/8/2020 16:53,0.0001
7/8/2020 17:53,0.01
7/8/2020 18:53,
7/8/2020 19:53,
7/8/2020 20:53,
7/8/2020 21:53,
7/8/2020 22:53,
7/8/2020 23:53,
7/9/2020 0:53,
7/9/2020 1:53,
7/9/2020 2:53,
7/9/2020 3:53,
7/9/2020 4:53,
7/9/2020 5:53,
7/9/2020 6:53,
7/9/2020 7:53,
7/9/2020 8:53,
7/9/2020 9:53,
7/9/2020 10:53,
7/9/2020 11:53,
7/9/2020 12:53,
7/9/2020 13:53,
7/9/2020 14:53,
7/9/2020 15:53,
7/9/2020 16:53,
7/9/2020 17:53,0.0001
7/9/2020 18:53,0.06
7/9/2020 19:53,0.0001
7/9/2020 20:53,
7/9/2020 21:53,
7/9/2020 22:53,
7/9/2020 23:53,
7/10/2020 0:53,
7/10/2020 1:53,
7/10/2020 2:53,
7/10/2020 3:53,
7/10/2020 4:53,
7/10/2020 5:53,
7/10/2020 6:53,
7/10/2020 7:53,
7/10/2020 8:53,
7/10/2020 9:53,
7/10/2020 10:53,
7/10/2020 11:53,
7/10/2020 12:53,
7/10/2020 13:53,
7/10/2020 14:53,
7/10/2020 15:53,
7/10/2020 16:53,
7/10/2020 17:53,
7/10/2020 18:53,
7/10/2020 19:53,
7/10/2020 20:53,
7/10/2020 21:53,
7/10/2020 22:53,
7/10/2020 23:53,0.05
7/11/2020 0:53,0.05
7/11/2020 1:53,0.0001
7/11/2020 2:53,0.01
7/11/2020 3:53,
7/11/2020 4:53,
7/11/2020 5:53,
7/11/2020 6:53,
7/11/2020 7:53,
7/11/2020 8:53,
7/11/2020 9:53,
7/11/2020 10:53,
7/11/2020 11:53,
7/11/2020 12:53,
7/11/2020 13:53,
7/11/2020 14:53,
7/11/2020 15:53,
7/11/2020 16:53,
7/11/2020 17:53,
7/11/2020 18:53,
7/11/2020 19:53,
7/11/2020 20:53,
7/11/2020 21:53,
7/11/2020 22:53,
7/11/2020 23:53,
7/12/2020 0:53,
7/12/2020 1:53,
7/12/2020 2:53,
7/12/2020 3:53,
7/12/2020 4:53,
7/12/2020 5:53,
7/12/2020 6:53,
7/12/2020 7:53,
7/12/2020 8:53,
7/12/2020 9:53,
7/12/2020 10:53,
7/12/2020 11:53,
7/12/2020 12:53,
7/12/2020 13:53,
7/12/2020 14:53,
7/12/2020 15:53,
7/12/2020 16:53,
7/12/2020 17:53,
7/12/2020 18:53,
7/12/2020 19:53,
7/12/2020 20:53,
7/12/2020 21:53,
7/12/2020 22:53,
7/12/2020 23:53,
7/13/2020 0:53,
7/13/2020 1:53,
7/13/2020 2:53,
7/13/2020 3:53,
7/13/2020 4:53,0.46
7/13/2020 5:53,0.05
7/13/2020 6:53,
7/13/2020 7:53,
7/13/2020 8:53,
7/13/2020 9:53,
7/13/2020 10:53,
7/13/2020 11:53,
7/13/2020 12:53,
7/13/2020 13:53,
7/13/2020 14:53,
7/13/2020 15:53,
7/13/2020 16:53,
7/13/2020 17:53,
7/13/2020 18:53,0.01
7/13/2020 19:53,
7/13/2020 20:53,
7/13/2020 21:53,
7/13/2020 22:53,
7/13/2020 23:53,
7/14/2020 0:53,
7/14/2020 1:53,
7/14/2020 2:53,
7/14/2020 3:53,
7/14/2020 4:53,
7/14/2020 5:53,
7/14/2020 6:53,
7/14/2020 7:53,
7/14/2020 8:53,
7/14/2020 9:53,
7/14/2020 10:53,missing
7/14/2020 11:53,missing
7/14/2020 12:53,missing
7/14/2020 13:53,missing
7/14/2020 14:53,
7/14/2020 15:53,
7/14/2020 16:53,
7/14/2020 17:53,
7/14/2020 18:53,
7/14/2020 19:53,
7/14/2020 20:53,
7/14/2020 21:53,
7/14/2020 22:53,
7/14/2020 23:53,
7/15/2020 0:53,
7/15/2020 1:53,
7/15/2020 2:53,
7/15/2020 3:53,
7/15/2020 4:53,
7/15/2020 5:53,
7/15/2020 6:53,
7/15/2020 7:53,
7/15/2020 8:53,
7/15/2020 9:53,
7/15/2020 10:53,
7/15/2020 11:53,
7/15/2020 12:53,
7/15/2020 13:53,
7/15/2020 14:53,
7/15/2020 15:53,
7/15/2020 16:53,
7/15/2020 17:53,
7/15/2020 18:53,
7/15/2020 19:53,
7/15/2020 20:53,
7/15/2020 21:53,
7/15/2020 22:53,
7/15/2020 23:53,
7/16/2020 0:53,
7/16/2020 1:53,
7/16/2020 2:53,
7/16/2020 3:53,
7/16/2020 4:53,
7/16/2020 5:53,
7/16/2020 6:53,
7/16/2020 7:53,
7/16/2020 8:53,
7/16/2020 9:53,
7/16/2020 10:53,
7/16/2020 11:53,
7/16/2020 12:53,
7/16/2020 13:53,
7/16/2020 14:53,
7/16/2020 15:53,
7/16/2020 16:53,
7/16/2020 17:53,
7/16/2020 18:53,
7/16/2020 19:53,
7/16/2020 20:53,
7/16/2020 21:53,
7/16/2020 22:53,
7/16/2020 23:53,
7/17/2020 0:53,
7/17/2020 1:53,
7/17/2020 2:53,
7/17/2020 3:53,
7/17/2020 4:53,
7/17/2020 5:53,
7/17/2020 6:53,
7/17/2020 7:53,
7/17/2020 8:53,
7/17/2020 9:53,
7/17/2020 10:53,
7/17/2020 11:53,
7/17/2020 12:53,
7/17/2020 13:53,
7/17/2020 14:53,
7/17/2020 15:53,
7/17/2020 16:53,
7/17/2020 17:53,
7/17/2020 18:53,
7/17/2020 19:53,0.02
7/17/2020 20:53,0.02
7/17/2020 21:53,0.0001
7/17/2020 22:53,
7/17/2020 23:53,
7/18/2020 0:53,
7/18/2020 1:53,
7/18/2020 2:53,
7/18/2020 3:53,
7/18/2020 4:53,
7/18/2020 5:53,
7/18/2020 6:53,
7/18/2020 7:53,
7/18/2020 8:53,
7/18/2020 9:53,
7/18/2020 10:53,
7/18/2020 11:53,
7/18/2020 12:53,
7/18/2020 13:53,
7/18/2020 14:53,
7/18/2020 15:53,0.01
7/18/2020 16:53,
7/18/2020 17:53,
7/18/2020 18:53,
7/18/2020 19:53,
7/18/2020 20:53,
7/18/2020 21:53,
7/18/2020 22:53,
7/18/2020 23:53,
7/19/2020 0:53,
7/19/2020 1:53,
7/19/2020 2:53,
7/19/2020 3:53,
7/19/2020 4:53,
7/19/2020 5:53,
7/19/2020 6:53,
7/19/2020 7:53,
7/19/2020 8:53,
7/19/2020 9:53,
7/19/2020 10:53,
7/19/2020 11:53,
7/19/2020 12:53,
7/19/2020 13:53,
7/19/2020 14:53,
7/19/2020 15:53,
7/19/2020 16:53,
7/19/2020 17:53,
7/19/2020 18:53,
7/19/2020 19:53,
7/19/2020 20:53,
7/19/2020 21:53,
7/19/2020 22:53,
7/19/2020 23:53,
7/20/2020 0:53,
7/20/2020 1:53,
7/20/2020 2:53,
7/20/2020 3:53,
7/20/2020 4:53,
7/20/2020 5:53,
7/20/2020 6:53,
7/20/2020 7:53,
7/20/2020 8:53,
7/20/2020 9:53,
7/20/2020 10:53,
7/20/2020 11:53,
7/20/2020 12:53,
7/20/2020 13:53,
7/20/2020 14:53,
7/20/2020 15:53,
7/20/2020 16:53,
7/20/2020 17:53,
7/20/2020 18:53,
7/20/2020 19:53,
7/20/2020 20:53,
7/20/2020 21:53,
7/20/2020 22:53,
7/20/2020 23:53,missing
7/21/2020 0:53,missing
7/21/2020 1:53,missing
7/21/2020 2:53,missing
7/21/2020 3:53,
7/21/2020 4:53,
7/21/2020 5:53,
7/21/2020 6:53,
7/21/2020 7:53,
7/21/2020 8:53,
7/21/2020 9:53,
7/21/2020 10:53,
7/21/2020 11:53,
7/21/2020 12:53,
7/21/2020 13:53,
7/21/2020 14:53,
7/21/2020 15:53,
7/21/2020 16:53,
7/21/2020 17:53,
7/21/2020 18:53,
7/21/2020 19:53,
7/21/2020 20:53,
7/21/2020 21:53,
7/21/2020 22:53,
7/21/2020 23:53,
7/22/2020 0:53,
7/22/2020 1:53,
7/22/2020 2:53,
7/22/2020 3:53,
7/22/2020 4:53,
7/22/2020 5:53,
7/22/2020 6:53,
7/22/2020 7:53,
7/22/2020 8:53,
7/22/2020 9:53,
7/22/2020 10:53,
7/22/2020 11:53,
7/22/2020 12:53,
7/22/2020 13:53,
7/22/2020 14:53,
7/22/2020 15:53,
7/22/2020 16:53,
7/22/2020 17:53,
7/22/2020 18:53,
7/22/2020 19:53,
7/22/2020 20:53,
7/22/2020 21:53,
7/22/2020 22:53,
7/22/2020 23:53,
7/23/2020 0:53,
7/23/2020 1:53,
7/23/2020 2:53,
7/23/2020 3:53,
7/23/2020 4:53,
7/23/2020 5:53,
7/23/2020 6:53,
7/23/2020 7:53,
7/23/2020 8:53,
7/23/2020 9:53,
7/23/2020 10:53,
7/23/2020 11:53,
7/23/2020 12:53,
7/23/2020 13:53,
7/23/2020 14:53,0.07
7/23/2020 15:53,0.0001
7/23/2020 16:53,0.01
7/23/2020 17:53,
7/23/2020 18:53,0.25
7/23/2020 19:53,0.47
7/23/2020 20:53,0.0001
7/23/2020 21:53,0.01
7/23/2020 22:53,0.0001
7/23/2020 23:53,0.01
7/24/2020 0:53,
7/24/2020 1:53,0.0001
7/24/2020 2:53,
7/24/2020 3:53,
7/24/2020 4:53,
7/24/2020 5:53,
7/24/2020 6:53,
7/24/2020 7:53,
7/24/2020 8:53,
7/24/2020 9:53,
7/24/2020 10:53,
7/24/2020 11:53,
7/24/2020 12:53,0.0001
7/24/2020 13:53,
7/24/2020 14:53,
7/24/2020 15:53,
7/24/2020 16:53,
7/24/2020 17:53,
7/24/2020 18:53,
7/24/2020 19:53,
7/24/2020 20:53,
7/24/2020 21:53,
7/24/2020 22:53,
7/24/2020 23:53,
7/25/2020 0:53,
7/25/2020 1:53,
7/25/2020 2:53,
7/25/2020 3:53,
7/25/2020 4:53,
7/25/2020 5:53,
7/25/2020 6:53,
7/25/2020 7:53,
7/25/2020 8:53,
7/25/2020 9:53,
7/25/2020 10:53,
7/25/2020 11:53,
7/25/2020 12:53,
7/25/2020 13:53,
7/25/2020 14:53,
7/25/2020 15:53,
7/25/2020 16:53,
7/25/2020 17:53,
7/25/2020 18:53,
7/25/2020 19:53,
7/25/2020 20:53,
7/25/2020 21:53,
7/25/2020 22:53,
7/25/2020 23:53,
7/26/2020 0:53,
7/26/2020 1:53,
7/26/2020 2:53,
7/26/2020 3:53,
7/26/2020 4:53,
7/26/2020 5:53,
7/26/2020 6:53,
7/26/2020 7:53,
7/26/2020 8:53,
7/26/2020 9:53,
7/26/2020 10:53,
7/26/2020 11:53,
7/26/2020 12:53,
7/26/2020 13:53,
7/26/2020 14:53,
7/26/2020 15:53,
7/26/2020 16:53,
7/26/2020 17:53,
7/26/2020 18:53,
7/26/2020 19:53,
7/26/2020 20:53,
7/26/2020 21:53,
7/26/2020 22:53,
7/26/2020 23:53,
7/27/2020 0:53,
7/27/2020 1:53,
7/27/2020 2:53,
7/27/2020 3:53,
7/27/2020 4:53,
7/27/2020 5:53,
7/27/2020 6:53,
7/27/2020 7:53,
7/27/2020 8:53,
7/27/2020 9:53,
7/27/2020 10:53,
7/27/2020 11:53,
7/27/2020 12:53,
7/27/2020 13:53,
7/27/2020 14:53,
7/27/2020 15:53,
7/27/2020 16:53,
7/27/2020 17:53,
7/27/2020 18:53,
7/27/2020 19:53,
7/27/2020 20:53,
7/27/2020 21:53,
7/27/2020 22:53,
7/27/2020 23:53,
7/28/2020 0:53,
7/28/2020 1:53,
7/28/2020 2:53,
7/28/2020 3:53,
7/28/2020 4:53,
7/28/2020 5:53,
7/28/2020 6:53,
7/28/2020 7:53,
7/28/2020 8:53,
7/28/2020 9:53,
7/28/2020 10:53,
7/28/2020 11:53,
7/28/2020 12:53,
7/28/2020 13:53,
7/28/2020 14:53,
7/28/2020 15:53,0.0001
7/28/2020 16:53,
7/28/2020 17:53,0.23
7/28/2020 18:53,0.06
7/28/2020 19:53,0.06
7/28/2020 20:53,0.06
7/28/2020 21:53,0.03
7/28/2020 22:53,
7/28/2020 23:53,
7/29/2020 0:53,
7/29/2020 1:53,
7/29/2020 2:53,
7/29/2020 3:53,
7/29/2020 4:53,
7/29/2020 5:53,
7/29/2020 6:53,
7/29/2020 7:53,
7/29/2020 8:53,
7/29/2020 9:53,
7/29/2020 10:53,
7/29/2020 11:53,
7/29/2020 12:53,
7/29/2020 13:53,
7/29/2020 14:53,
7/29/2020 15:53,
7/29/2020 16:53,
7/29/2020 17:53,
7/29/2020 18:53,
7/29/2020 19:53,
7/29/2020 20:53,
7/29/2020 21:53,
7/29/2020 22:53,
7/29/2020 23:53,
7/30/2020 0:53,
7/30/2020 1:53,
7/30/2020 2:53,
7/30/2020 3:53,
7/30/2020 4:53,
7/30/2020 5:53,
7/30/2020 6:53,
7/30/2020 7:53,
7/30/2020 8:53,
7/30/2020 9:53,
7/30/2020 10:53,
7/30/2020 11:53,
7/30/2020 12:53,
7/30/2020 13:53,
7/30/2020 14:53,
7/30/2020 15:53,
7/30/2020 16:53,
7/30/2020 17:53,
7/30/2020 18:53,
7/30/2020 19:53,
7/30/2020 20:53,
7/30/2020 21:53,
7/30/2020 22:53,
7/30/2020 23:53,
7/31/2020 0:53,
7/31/2020 1:53,
7/31/2020 2:53,
7/31/2020 3:53,
7/31/2020 4:53,
7/31/2020 5:53,
7/31/2020 6:53,
7/31/2020 7:53,
7/31/2020 8:53,
7/31/2020 9:53,
7/31/2020 10:53,
7/31/2020 11:53,
7/31/2020 12:53,
7/31/2020 13:53,
7/31/2020 14:53,
7/31/2020 15:53,
7/31/2020 16:53,
7/31/2020 17:53,
7/31/2020 18:53,
7/31/2020 19:53,
7/31/2020 20:53,
7/31/2020 21:53,
7/31/2020 22:53,
7/31/2020 23:53,0.2
8/1/2020 0:53,0.17
8/1/2020 1:53,0.0001
8/1/2020 2:53,
8/1/2020 3:53,
8/1/2020 4:53,
8/1/2020 5:53,
8/1/2020 6:53,
8/1/2020 7:53,
8/1/2020 8:53,
8/1/2020 9:53,
8/1/2020 10:53,
8/1/2020 11:53,
8/1/2020 12:53,
8/1/2020 13:53,
8/1/2020 14:53,
8/1/2020 15:53,
8/1/2020 16:53,0.0001
8/1/2020 17:53,0.0001
8/1/2020 18:53,0.0001
8/1/2020 19:53,
8/1/2020 20:53,
8/1/2020 21:53,
8/1/2020 22:53,
8/1/2020 23:53,
8/2/2020 0:53,
8/2/2020 1:53,
8/2/2020 2:53,
8/2/2020 3:53,
8/2/2020 4:53,
8/2/2020 5:53,
8/2/2020 6:53,
8/2/2020 7:53,
8/2/2020 8:53,
8/2/2020 9:53,
8/2/2020 10:53,
8/2/2020 11:53,
8/2/2020 12:53,
8/2/2020 13:53,
8/2/2020 14:53,
8/2/2020 15:53,
8/2/2020 16:53,
8/2/2020 17:53,
8/2/2020 18:53,0.01
8/2/2020 19:53,
8/2/2020 20:53,
8/2/2020 21:53,
8/2/2020 22:53,
8/2/2020 23:53,
8/3/2020 0:53,
8/3/2020 1:53,
8/3/2020 2:53,
8/3/2020 3:53,
8/3/2020 4:53,
8/3/2020 5:53,
8/3/2020 6:53,
8/3/2020 7:53,
8/3/2020 8:53,
8/3/2020 9:53,0.06
8/3/2020 10:53,0.21
8/3/2020 11:53,0.0001
8/3/2020 12:53,
8/3/2020 13:53,
8/3/2020 14:53,
8/3/2020 15:53,0.0001
8/3/2020 16:53,0.14
8/3/2020 17:53,0.05
8/3/2020 18:53,
8/3/2020 19:53,0.0001
8/3/2020 20:53,0.03
8/3/2020 21:53,0.05
8/3/2020 22:53,0.19
8/3/2020 23:53,0.53
8/4/2020 0:53,0.14
8/4/2020 1:53,0.27
8/4/2020 2:53,0.6
8/4/2020 3:53,0.12
8/4/2020 4:53,0.02
8/4/2020 5:53,0.0001
8/4/2020 6:53,0.0001
8/4/2020 7:53,
8/4/2020 8:53,
8/4/2020 9:53,
8/4/2020 10:53,
8/4/2020 11:53,
8/4/2020 12:53,
8/4/2020 13:53,
8/4/2020 14:53,
8/4/2020 15:53,
8/4/2020 16:53,
8/4/2020 17:53,
8/4/2020 18:53,
8/4/2020 19:53,
8/4/2020 20:53,
8/4/2020 21:53,
8/4/2020 22:53,
8/4/2020 23:53,
8/5/2020 0:53,
8/5/2020 1:53,
8/5/2020 2:53,
8/5/2020 3:53,
8/5/2020 4:53,
8/5/2020 5:53,
8/5/2020 6:53,
8/5/2020 7:53,
8/5/2020 8:53,
8/5/2020 9:53,
8/5/2020 10:53,
8/5/2020 11:53,
8/5/2020 12:53,
8/5/2020 13:53,
8/5/2020 14:53,
8/5/2020 15:53,
8/5/2020 16:53,
8/5/2020 17:53,
8/5/2020 18:53,
8/5/2020 19:53,
8/5/2020 20:53,
8/5/2020 21:53,
8/5/2020 22:53,
8/5/2020 23:53,
8/6/2020 0:53,
8/6/2020 1:53,
8/6/2020 2:53,
8/6/2020 3:53,
8/6/2020 4:53,
8/6/2020 5:53,
8/6/2020 6:53,
8/6/2020 7:53,
8/6/2020 8:53,
8/6/2020 9:53,
8/6/2020 10:53,
8/6/2020 11:53,
8/6/2020 12:53,
8/6/2020 13:53,
8/6/2020 14:53,
8/6/2020 15:53,0.58
8/6/2020 16:53,0.25
8/6/2020 17:53,0.04
8/6/2020 18:53,
8/6/2020 19:53,
8/6/2020 20:53,
8/6/2020 21:53,
8/6/2020 22:53,
8/6/2020 23:53,
8/7/2020 0:53,
8/7/2020 1:53,
8/7/2020 2:53,
8/7/2020 3:53,
8/7/2020 4:53,
8/7/2020 5:53,
8/7/2020 6:53,
8/7/2020 7:53,
8/7/2020 8:53,
8/7/2020 9:53,
8/7/2020 10:53,
8/7/2020 11:53,
8/7/2020 12:53,
8/7/2020 13:53,
8/7/2020 14:53,
8/7/2020 15:53,0.0001
8/7/2020 16:53,
8/7/2020 17:53,
8/7/2020 18:53,
8/7/2020 19:53,
8/7/2020 20:53,
8/7/2020 21:53,
8/7/2020 22:53,
8/7/2020 23:53,
8/8/2020 0:53,
8/8/2020 1:53,
8/8/2020 2:53,
8/8/2020 3:53,
8/8/2020 4:53,
8/8/2020 5:53,
8/8/2020 6:53,
8/8/2020 7:53,
8/8/2020 8:53,
8/8/2020 9:53,
8/8/2020 10:53,
8/8/2020 11:53,
8/8/2020 12:53,
8/8/2020 13:53,
8/8/2020 14:53,
8/8/2020 15:53,
8/8/2020 16:53,
8/8/2020 17:53,
8/8/2020 18:53,
8/8/2020 19:53,0.0001
8/8/2020 20:53,0.02
8/8/2020 21:53,0.02
8/8/2020 22:53,
8/8/2020 23:53,
8/9/2020 0:53,
8/9/2020 1:53,
8/9/2020 2:53,
8/9/2020 3:53,
8/9/2020 4:53,
8/9/2020 5:53,
8/9/2020 6:53,
8/9/2020 7:53,
8/9/2020 8:53,
8/9/2020 9:53,
8/9/2020 10:53,
8/9/2020 11:53,
8/9/2020 12:53,
8/9/2020 13:53,
8/9/2020 14:53,
8/9/2020 15:53,
8/9/2020 16:53,
8/9/2020 17:53,0.02
8/9/2020 18:53,
8/9/2020 19:53,
8/9/2020 20:53,
8/9/2020 21:53,
8/9/2020 22:53,
8/9/2020 23:53,
8/10/2020 0:53,
8/10/2020 1:53,
8/10/2020 2:53,
8/10/2020 3:53,
8/10/2020 4:53,
8/10/2020 5:53,
8/10/2020 6:53,
8/10/2020 7:53,
8/10/2020 8:53,
8/10/2020 9:53,0.0001
8/10/2020 10:53,
8/10/2020 11:53,
8/10/2020 12:53,
8/10/2020 13:53,
8/10/2020 14:53,
8/10/2020 15:53,0.83
8/10/2020 16:53,0.14
8/10/2020 17:53,0.02
8/10/2020 18:53,0.0001
8/10/2020 19:53,
8/10/2020 20:53,
8/10/2020 21:53,
8/10/2020 22:53,
8/10/2020 23:53,
8/11/2020 0:53,
8/11/2020 1:53,
8/11/2020 2:53,
8/11/2020 3:53,
8/11/2020 4:53,
8/11/2020 5:53,
8/11/2020 6:53,
8/11/2020 7:53,
8/11/2020 8:53,
8/11/2020 9:53,
8/11/2020 10:53,
8/11/2020 11:53,
8/11/2020 12:53,
8/11/2020 13:53,
8/11/2020 14:53,
8/11/2020 15:53,
8/11/2020 16:53,0.0001
8/11/2020 17:53,
8/11/2020 18:53,
8/11/2020 19:53,
8/11/2020 20:53,
8/11/2020 21:53,
8/11/2020 22:53,
8/11/2020 23:53,
8/12/2020 0:53,
8/12/2020 1:53,
8/12/2020 2:53,
8/12/2020 3:53,
8/12/2020 4:53,
8/12/2020 5:53,
8/12/2020 6:53,
8/12/2020 7:53,
8/12/2020 8:53,
8/12/2020 9:53,missing
8/12/2020 10:53,
8/12/2020 11:53,
8/12/2020 12:53,
8/12/2020 13:53,
8/12/2020 14:53,
8/12/2020 15:53,
8/12/2020 16:53,
8/12/2020 17:53,
8/12/2020 18:53,
8/12/2020 19:53,
8/12/2020 20:53,
8/12/2020 21:53,
8/12/2020 22:53,
8/12/2020 23:53,
8/13/2020 0:53,
8/13/2020 1:53,
8/13/2020 2:53,
8/13/2020 3:53,
8/13/2020 4:53,
8/13/2020 5:53,
8/13/2020 6:53,
8/13/2020 7:53,
8/13/2020 8:53,
8/13/2020 9:53,
8/13/2020 10:53,
8/13/2020 11:53,
8/13/2020 12:53,
8/13/2020 13:53,
8/13/2020 14:53,
8/13/2020 15:53,
8/13/2020 16:53,0.01
8/13/2020 17:53,0.0001
8/13/2020 18:53,
8/13/2020 19:53,
8/13/2020 20:53,
8/13/2020 21:53,
8/13/2020 22:53,
8/13/2020 23:53,
8/14/2020 0:53,
8/14/2020 1:53,
8/14/2020 2:53,
8/14/2020 3:53,
8/14/2020 4:53,
8/14/2020 5:53,
8/14/2020 6:53,
8/14/2020 7:53,
8/14/2020 8:53,
8/14/2020 9:53,
8/14/2020 10:53,
8/14/2020 11:53,
8/14/2020 12:53,
8/14/2020 13:53,
8/14/2020 14:53,
8/14/2020 15:53,
8/14/2020 16:53,
8/14/2020 17:53,0.25
8/14/2020 18:53,0.5
8/14/2020 19:53,0.02
